X,Y,LM_ID,CLASS,SUB_CLASS,WRD_ID,RD_ID,LOCALITY,LM_CODE,LM_DESC,TIME_ST,Ward,Zone,Landmark_T
704085.469,2802783.875,LM0001,16,16-Feb,W056,303015282,Omkaleshwar,4,Masjid Mithi Kuyia,23-01-2019,Onkaleshwar,Adampur,Religious Structures
703992.366,2802870.183,LM0002,7,07-Nov,W056,303015809,Omkaleshwar,21,Bharat Petrol Pump,23-01-2019,Onkaleshwar,Adampur,Petrol Pump
704154.5463,2802406.569,LM0003,16,16-Jan,W056,303013112,Omkaleshwar,3,Temple,22-01-2019,Onkaleshwar,Adampur,Religious Structures
704174.4247,2802400.829,LM0004,10,10-Jan,W056,303013113,Omkaleshwar,10,Prathmik Vidhyalay Rajghat,22-01-2019,Onkaleshwar,Adampur,Education
704132.7351,2802424.738,LM0005,16,16-Jan,W056,303013173,Omkaleshwar,3,Temple,22-01-2019,Onkaleshwar,Adampur,Religious Structures
703595.7189,2802435.554,LM0006,16,16-Sep,W056,303013268,Omkaleshwar,6,Mazar,23-01-2019,Onkaleshwar,Adampur,Religious Structures
704158.6382,2802453.384,LM0007,10,10-Jan,W056,303013377,Omkaleshwar,10,V N School,22-01-2019,Onkaleshwar,Adampur,Education
703568.6778,2802474.964,LM0008,20,20-Apr,W056,303013510,Omkaleshwar,21,CPT,23-01-2019,Onkaleshwar,Adampur,Commercial / Non-Residential
703754.3339,2802476.455,LM0009,16,16-Feb,W056,303013709,Omkaleshwar,4,Mosque,23-01-2019,Onkaleshwar,Adampur,Religious Structures
704117.2474,2802510.132,LM0010,16,16-Sep,W056,303013708,Omkaleshwar,6,Mazar,22-01-2019,Onkaleshwar,Adampur,Religious Structures
703724.0186,2802509.404,LM0011,23,23-Mar,W056,303013710,Omkaleshwar,8,Parking,23-01-2019,Onkaleshwar,Adampur,other
703617.5238,2802509.309,LM0012,16,16-Jan,W056,303013724,Omkaleshwar,3,Mahadev Mandir,23-01-2019,Onkaleshwar,Adampur,Religious Structures
703685.8659,2802529.82,LM0013,16,16-Feb,W056,303013878,Omkaleshwar,10,Madarsa,25-01-2019,Onkaleshwar,Adampur,Religious Structures
704133.9813,2802528.081,LM0014,10,10-Jan,W056,303013721,Omkaleshwar,10,K D Convent School,24-01-2019,Onkaleshwar,Adampur,Education
704348.6095,2802537.376,LM0015,15,15-May,W056,303013906,Omkaleshwar,14,Police Chowki,24-01-2019,Onkaleshwar,Adampur,Police Station
704284.0975,2802541.507,LM0016,15,15-Nov,W056,303013860,Omkaleshwar,6,Dharmshala,24-01-2019,Onkaleshwar,Adampur,Religious Structures
703691.0618,2802569.178,LM0017,16,16-Feb,W056,303014022,Omkaleshwar,6,Imambara,25-01-2019,Onkaleshwar,Adampur,Religious Structures
703545.4723,2802571.63,LM0018,18,18-01-2002,W056,303014069,Omkaleshwar,9,Mini Pump House,25-01-2019,Onkaleshwar,Adampur,Pump
704120.058,2802572.484,LM0019,20,20-Apr,W056,303014085,Omkaleshwar,21,CPT,24-01-2019,Onkaleshwar,Adampur,Commercial / Non-Residential
703602.7917,2802541.591,LM0020,16,16-Jan,W056,303013739,Omkaleshwar,3,Ankleswer Mandir,22-01-2019,Onkaleshwar,Adampur,Religious Structures
703608.0837,2802630.413,LM0021,16,16-Feb,W056,303014376,Omkaleshwar,4,Minar Masjid,25-01-2019,Onkaleshwar,Adampur,Religious Structures
704296.5585,2802663.646,LM0022,16,16-Jan,W056,303014697,Omkaleshwar,3,Temple & Commercial also,24-01-2019,Onkaleshwar,Adampur,Religious Structures
703908.2364,2802672.59,LM0023,15,15-May,W056,303014553,Omkaleshwar,14,Adampur Police Chowki,23-01-2019,Onkaleshwar,Adampur,Police Station
703945.8048,2802710.087,LM0024,13,13-Feb,W056,303014879,Omkaleshwar,21,B D A Awas,23-01-2019,Onkaleshwar,Adampur,Govt. Properties
703896.005,2802732.288,LM0025,10,10-Jan,W056,303015127,Omkaleshwar,10,Mateswary Vidhyalay,23-01-2019,Onkaleshwar,Adampur,Education
704010.4932,2802750.369,LM0026,16,16-Jan,W056,303015302,Omkaleshwar,3,Hanuman Mandir,23-01-2019,Onkaleshwar,Adampur,Religious Structures
703919.3447,2802742.475,LM0027,17,17-Feb,W056,303015127,Omkaleshwar,8,Park,23-01-2019,Onkaleshwar,Adampur,Park/Garden
704064.8137,2802771.24,LM0028,11,11-Feb,W056,303015162,Omkaleshwar,21,Khem Hospital,23-01-2019,Onkaleshwar,Adampur,Hospital
703878.3344,2802799.881,LM0029,18,18-01-2002,W056,303015618,Omkaleshwar,9,Mini Pump House,23-01-2019,Onkaleshwar,Adampur,Pump
703890.0654,2802791.609,LM0030,17,17-Feb,W056,303015287,Omkaleshwar,8,Park,23-01-2019,Onkaleshwar,Adampur,Park/Garden
703911.8537,2802816.417,LM0031,10,10-Jan,W056,303015632,Omkaleshwar,10,IDPM Benison School,23-01-2019,Onkaleshwar,Adampur,Education
703941.5737,2802852.074,LM0032,10,10-Jan,W056,303016342,Omkaleshwar,10,JPM English School,22-01-2019,Onkaleshwar,Adampur,Education
703920.9549,2802891.666,LM0033,13,13-Feb,W056,303016342,Omkaleshwar,8,Nager Nigam Awas,23-01-2019,Onkaleshwar,Adampur,Govt. Properties
704778.3207,2802653.154,LM0034,21,21-Mar,W008,302014267,Rajghat,2,Indian Archeological Survey Museum,20-01-2019,Rajghat,Adampur,Education
704238.2908,2802673.016,LM0035,7,07-Nov,W008,303014562,Bhadau Chungi Rajghat,21,Bharat Petroleum,19-01-2019,Rajghat,Adampur,Petrol Pump
704212.1145,2802704.176,LM0036,16,16-Jan,W008,302014918,Bhadau Chungi Rajghat,3,Sheetla Mata Mandir,19-01-2019,Rajghat,Adampur,Religious Structures
704362.4757,2802653.802,LM0037,18,18-01-2002,W008,303014551,Rajghat,9,Pump House,20-01-2019,Rajghat,Adampur,Pump
704748.661,2802777.494,LM0038,18,18-01-2009,W008,302015820,Rajghat,9,OHT,20-01-2019,Rajghat,Adampur,Over Head Tank
704702.3318,2802805.274,LM0039,13,13-Jan,W008,302015820,Rajghat,7,Section Officer Office,20-01-2019,Rajghat,Adampur,Govt. Properties
704014.0066,2802939.719,LM0040,16,16-Jun,W008,303016809,Rajghat,6,Ashram,20-01-2019,Rajghat,Adampur,Religious Structures
704375.9593,2802888.986,LM0041,16,16-Jun,W008,303016108,Rajghat,6,Ganga Kund Ashram,20-01-2019,Rajghat,Adampur,Religious Structures
703968.4152,2803030.244,LM0042,7,07-Mar,W008,303017178,Rajghat,21,Wood Mills,20-01-2019,Rajghat,Adampur,Commercial / Non-Residential
703867.7884,2803059.488,LM0043,18,18-01-2010,W008,303017352,Rajghat,21,Safai Ghar,20-01-2019,Rajghat,Adampur,Govt. Properties
704347.3022,2802278.207,LM0044,15,15-25,W008,303012492,Rajghat,8,Shulabh Shauchalaya,21-01-2019,Rajghat,Adampur,Toilet
704323.1037,2802270.926,LM0045,17,17-Jun,W008,303012473,Rajghat,21,Shree Panthi Akhada,21-01-2019,Rajghat,Adampur,Religious Structures
704023.588,2802305.052,LM0046,16,16-Jan,W008,303012574,Rajghat,3,Temple,22-01-2019,Rajghat,Adampur,Religious Structures
704254.5005,2802307.526,LM0047,16,16-Jan,W008,303012648,Rajghat,3,Kali Mata Mandir,21-01-2019,Rajghat,Adampur,Religious Structures
704091.6266,2802313.386,LM0048,16,16-Jan,W008,303012671,Rajghat,3,Temple,21-01-2019,Rajghat,Adampur,Religious Structures
704363.7612,2802314.007,LM0049,17,17-Jun,W008,303012642,Rajghat,6,Shri Satsang Pariwar Vyayamshala,21-01-2019,Rajghat,Adampur,Other
704337.9521,2802371.505,LM0050,16,16-Sep,W008,303012861,Rajghat,6,Mazar,21-01-2019,Rajghat,Adampur,Religious Structures
704398.4908,2802352.49,LM0051,16,16-Jan,W008,303012741,Rajghat,3,Satguru Ravidas Mandir,21-01-2019,Rajghat,Adampur,Religious Structures
704071.7785,2802391.889,LM0052,16,16-Jan,W008,303012944,Rajghat,3,Temple,21-01-2019,Rajghat,Adampur,Religious Structures
704408.1615,2802408.334,LM0053,16,16-Jan,W008,303013345,Rajghat,3,Shiv Mandir,21-01-2019,Rajghat,Adampur,Religious Structures
704495.8954,2802404.629,LM0054,17,17-Jun,W008,303013170,Rajghat,21,Panch Agni Akhada,21-01-2019,Rajghat,Adampur,Religious Structures
704445.3062,2802373.663,LM0055,13,13-Jan,W008,303013096,Rajghat,7,Executive Engineer office,22-01-2019,Rajghat,Adampur,Govt. Properties
704407.1906,2802411.283,LM0056,16,16-Jan,W008,303013345,Rajghat,3,Durga Mandir,21-01-2019,Rajghat,Adampur,Religious Structures
704084.2902,2802424.779,LM0057,16,16-Jan,W008,303013176,Rajghat,3,Katyayani Durga Temple,21-01-2019,Rajghat,Adampur,Religious Structures
704434.5765,2802446.131,LM0058,33,33-19,W008,303013776,Rajghat,21,Bhandra Nirman Khand Bhawan,21-01-2019,Rajghat,Adampur,Govt. Properties
704030.2389,2802492.252,LM0059,16,16-Jan,W008,303013550,Rajghat,3,Temple,21-01-2019,Rajghat,Adampur,Religious Structures
704414.7641,2802482.151,LM0060,18,18-01-2010,W008,303013776,Rajghat,9,Jalkal,21-01-2019,Rajghat,Adampur,Pump
704083.3368,2802543.621,LM0061,16,16-Jan,W008,303013914,Bhadau Chungi Rajghat,3,Ramjanki Mandir,19-01-2019,Rajghat,Adampur,Religious Structures
704045.2626,2802577.032,LM0062,16,16-Sep,W008,303014094,Bhadau Chungi Rajghat,6,Mazar,19-01-2019,Rajghat,Adampur,Religious Structures
704481.3141,2802603.574,LM0063,14,14-Jan,W008,303015139,Rajghat,12,Kashi Station,20-01-2019,Rajghat,Adampur,Govt. Properties
704161.3613,2802648.761,LM0064,16,16-Jan,W008,303014525,Bhadau Chungi Rajghat,3,Sheetla Mata Mandir,19-01-2019,Rajghat,Adampur,Religious Structures
704093.6225,2802647.547,LM0065,16,16-Feb,W008,303014396,Bhadau Chungi Rajghat,4,Mosque,19-01-2019,Rajghat,Adampur,Religious Structures
704203.6458,2802664.11,LM0066,16,16-Feb,W008,303014502,Bhadau Chungi Rajghat,4,Mosque,19-01-2019,Rajghat,Adampur,Religious Structures
704002.8906,2802668.827,LM0067,17,17-Jan,W008,303014610,Bhadau Chungi Rajghat,21,Basant Bagh,19-01-2019,Rajghat,Adampur,Park/Garden
704090.4767,2802688.802,LM0068,15,15-25,W008,303014699,Bhadau Chungi Rajghat,8,Shulabh Shauchalaya,19-01-2019,Rajghat,Adampur,Toilet
704012.1803,2802701.316,LM0069,16,16-Sep,W008,303014755,Bhadau Chungi Rajghat,6,Mazar,19-01-2019,Rajghat,Adampur,Religious Structures
704023.5687,2802701.896,LM0070,16,16-Jan,W008,303014755,Bhadau Chungi Rajghat,3,Temple,19-01-2019,Rajghat,Adampur,Religious Structures
704058.0606,2802718.942,LM0071,6,06-Jan,W008,303014733,Bhadau Chungi Rajghat,21,Kanti Kunj,19-01-2019,Rajghat,Adampur,Religious Structures
704088.6561,2802742.125,LM0072,7,07-Mar,W008,303015163,Bhadau Chungi Rajghat,21,Keshwarwani Plywood,19-01-2019,Rajghat,Adampur,Commercial / Non-Residential
704731.7014,2802755.07,LM0073,13,13-Jan,W008,302024539,Rajghat,8,VNN Office,20-01-2019,Rajghat,Adampur,Govt. Properties
704294.7579,2802817.902,LM0074,10,10-Jan,W008,303015658,Rajghat,21,Veena Vani Shiksha Niketan,20-01-2019,Rajghat,Adampur,Education
704109.682,2802883.153,LM0075,16,16-Jan,W008,303016186,Rajghat,3,Sheetala Mandir,20-01-2019,Rajghat,Adampur,Religious Structures
704136.2758,2802882.021,LM0076,16,16-Jun,W008,303016186,Rajghat,6,Naga Math,20-01-2019,Rajghat,Adampur,Religious Structures
704074.6505,2802892.193,LM0077,6,06-Feb,W008,303016066,Rajghat,21,Dhanwati Appartment,20-01-2019,Rajghat,Adampur,Residential
704206.2826,2802930.157,LM0078,20,20-Apr,W008,303016536,Rajghat,21,CPT House,20-01-2019,Rajghat,Adampur,Commercial / Non-Residential
704039.1633,2803004.194,LM0079,16,16-Jan,W008,303017303,Rajghat,3,Temple,20-01-2019,Rajghat,Adampur,Religious Structures
703942.6167,2803030.095,LM0080,18,18-01-2002,W008,303017178,Rajghat,9,Mini Pump House,20-01-2019,Rajghat,Adampur,Pump
704200.4179,2803041.839,LM0081,10,10-Jan,W008,303017430,Rajghat,10,Oxford English School,20-01-2019,Rajghat,Adampur,Education
703987.7423,2803073.616,LM0082,10,10-Jan,W008,303017541,Rajghat,10,S.V. Public School,20-01-2019,Rajghat,Adampur,Education
703952.5304,2803105.849,LM0083,18,18-01-2009,W008,303017541,Rajghat,9,OHT,20-01-2019,Rajghat,Adampur,Over Head Tank
704002.782,2803146.935,LM0084,17,17-Feb,W008,303017799,Rajghat,8,Park,20-01-2019,Rajghat,Adampur,Park/Garden
704047.5005,2803210.217,LM0085,10,10-Jan,W008,303018226,Rajghat,10,Yoga School,20-01-2019,Rajghat,Adampur,Education
703713.3612,2803267.624,LM0086,15,15-Aug,W008,303018583,Rajghat,18,Kabristan,20-01-2019,Rajghat,Adampur,Religious Structures
703901.7901,2803209.502,LM0087,16,16-Jan,W008,303018746,Rajghat,3,Hanuman Temple,20-01-2019,Rajghat,Adampur,Religious Structures
703702.5832,2803294.213,LM0088,15,15-Aug,W008,302018926,Rajghat,18,Kabristan,20-01-2019,Rajghat,Adampur,Religious Structures
703701.5304,2803331.813,LM0089,15,15-Aug,W008,303019028,Rajghat,18,Kabristan,20-01-2019,Rajghat,Adampur,Religious Structures
703738.9613,2803323.673,LM0090,5,05-May,W008,303019029,Rajghat,21,Laat Bhairav Kund,20-01-2019,Rajghat,Adampur,Ponds/Kunds//Lake
703805.1734,2803319.139,LM0091,16,16-Jan,W008,303018593,Rajghat,3,Laat Bhairav Mandir,20-01-2019,Rajghat,Adampur,Religious Structures
703865.0855,2803328.114,LM0092,17,17-Jan,W008,303019509,Rajghat,21,Shree Ram Lakshman Janki Bagh,20-01-2019,Rajghat,Adampur,Park/Garden
703698.2289,2803365.329,LM0093,16,16-Feb,W008,302019508,Rajghat,6,Makdoom Shah Dargah,20-01-2019,Rajghat,Adampur,Religious Structures
703789.4168,2803384.716,LM0094,16,16-Sep,W008,303019509,Rajghat,6,Dargah,20-01-2019,Rajghat,Adampur,Religious Structures
703735.6275,2803394.18,LM0095,16,16-Jan,W008,303019028,Rajghat,3,Temple,20-01-2019,Rajghat,Adampur,Religious Structures
704520.5215,2802369.771,LM0096,16,16-Jan,W008,303013036,Rajghat,3,Temple,21-01-2019,Rajghat,Adampur,Religious Structures
704442.5882,2802322.966,LM0097,16,16-Jan,W008,303012741,Rajghat,3,Temple,21-01-2019,Rajghat,Adampur,Religious Structures
704738.7464,2802729.879,LM0098,16,16-Jan,W008,302024539,Rajghat,3,Chokhi Shree Hanuman Beer,22-01-2019,Rajghat,Adampur,Police Station
704610.9746,2802803.97,LM0099,16,16-Mar,W008,302015820,Rajghat,4,Azgaib Shaheed Masjid Eidgaah,22-01-2019,Rajghat,Adampur,Religious Structures
703699.3232,2803389.992,LM0100,16,16-Feb,W008,302019508,Rajghat,6,Dargah Hazrat Tajjuddin Ahmed Bukhari Baba,22-01-2019,Rajghat,Adampur,Religious Structures
703968.6424,2802966.051,LM0101,16,16-Jan,W008,303016789,Rajghat,3,Shri Hanuman Old Mandir,22-01-2019,Rajghat,Adampur,Religious Structures
703915.4287,2803023.862,LM0102,15,15-25,W008,303017178,Rajghat,8,SBM Toilet,20-01-2019,Rajghat,Adampur,Toilet
703926.3777,2803023.473,LM0103,10,10-Jan,W008,303017178,Rajghat,10,S.V. Public School,20-01-2019,Rajghat,Adampur,Education
703829.7932,2803114.215,LM0104,13,13-Jan,W008,303017476,Rajghat,8,Nagar Nigam Varanasi Adampur Zone,20-01-2019,Rajghat,Adampur,Govt. Properties
703816.3002,2803117.269,LM0105,15,15-May,W008,303018027,Rajghat,14,Police Station,20-01-2019,Rajghat,Adampur,Police Station
704075.7777,2802851.094,LM0106,15,15-31,W008,302015907,Rajghat,21,Union Bank ATM,20-01-2019,Rajghat,Adampur,ATM
704114.8949,2802812.652,LM0107,16,16-Jan,W008,302015539,Rajghat,3,Shree Bhadau Beer Baba Mandir,20-01-2019,Rajghat,Adampur,Religious Structures
704166.0556,2802808.995,LM0108,7,07-Nov,W008,303015767,Rajghat,21,Bharat Petroleum,20-01-2019,Rajghat,Adampur,Petrol Pump
704376.6669,2802755.693,LM0109,16,16-Jan,W008,303015394,Rajghat,3,Shree Tulsee Hanuman Mandir,20-01-2019,Rajghat,Adampur,Religious Structures
704309.5473,2802684.733,LM0110,15,15-May,W008,303014697,Rajghat,14,Police Sahayata Kendra,20-01-2019,Rajghat,Adampur,Police Station
704057.0121,2802326.062,LM0111,16,16-Jan,W008,303012659,Rajghat,3,Sai mandir,22-01-2019,Rajghat,Adampur,Religious Structures
702548.1255,2803546.318,LM0112,16,16-Sep,W036,303020063,Alaipura,6,Mazar,18-01-2019,Alaipura,Adampur,Religious Structures
702619.8572,2803533.966,LM0113,7,07-Nov,W036,302020122,Alaipura,21,Indian Oil Petrolpump,18-01-2019,Alaipura,Adampur,Petrol Pump
702536.1406,2803564.28,LM0114,16,16-Feb,W036,303020330,Alaipura,4,Mosque,18-01-2019,Alaipura,Adampur,Religious Structures
702478.2581,2803632.707,LM0115,20,20-Apr,W036,303020934,Alaipura,21,Cell Phone Tower,18-01-2019,Alaipura,Adampur,Other
702280.7141,2803759.429,LM0116,14,14-Jan,W036,303021905,Alaipura,21,Railway Quarters,19-01-2019,Alaipura,Adampur,Govt. Properties
702517.1647,2803344.107,LM0117,16,16-Feb,W036,303018900,Alaipura,4,Mosque,17-01-2019,Alaipura,Adampur,Religious Structures
702485.3607,2803392.608,LM0118,16,16-Feb,W036,303019123,Alaipura,4,Mosque,18-01-2019,Alaipura,Adampur,Religious Structures
702514.5014,2803457.407,LM0119,16,16-Feb,W036,303019492,Alaipura,4,Neemtale Masjid,18-01-2019,Alaipura,Adampur,Religious Structures
702528.6419,2803507.541,LM0120,16,16-Jan,W036,303019793,Alaipura,3,Shree Bare Hanuman ji Ka Mandir,18-01-2019,Alaipura,Adampur,Religious Structures
703122.668,2803602.716,LM0121,13,13-Jan,W036,303020495,Alaipura,7,Nagrik suraksha collector Karyalaya,19-01-2019,Alaipura,Adampur,Govt. Properties
702938.5728,2803616.49,LM0122,16,16-Feb,W036,303020634,Alaipura,4,Mosque,18-01-2019,Alaipura,Adampur,Religious Structures
702809.5781,2803652.148,LM0123,16,16-Sep,W036,303020879,Alaipura,6,Mazar,18-01-2019,Alaipura,Adampur,Religious Structures
702800.4486,2803657.712,LM0124,16,16-Sep,W036,303021062,Alaipura,6,Mazar,18-01-2019,Alaipura,Adampur,Religious Structures
702797.3386,2803670.199,LM0125,16,16-Sep,W036,303021062,Alaipura,6,Mazar,18-01-2019,Alaipura,Adampur,Religious Structures
702826.6422,2803708.432,LM0126,15,15-Aug,W036,303021259,Alaipura,18,Kabristan,18-01-2019,Alaipura,Adampur,Religious Structures
702806.8971,2803697.785,LM0127,16,16-Sep,W036,303021258,Alaipura,6,Mazar,18-01-2019,Alaipura,Adampur,Religious Structures
702781.7889,2803745.671,LM0128,16,16-Feb,W036,303021516,Alaipura,4,Mosque,17-01-2019,Alaipura,Adampur,Religious Structures
702959.2084,2803776.576,LM0129,16,16-Feb,W036,303021627,Alaipura,4,Mosque,17-01-2019,Alaipura,Adampur,Religious Structures
702728.3036,2803778.911,LM0130,16,16-Mar,W036,303021651,Alaipura,6,Idgah,17-01-2019,Alaipura,Adampur,Religious Structures
702876.8146,2803799.958,LM0131,16,16-Feb,W036,303021800,Alaipura,4,Mosque,17-01-2019,Alaipura,Adampur,Religious Structures
702865.3092,2803785.437,LM0132,17,17-Jan,W036,303021610,Alaipura,21,Garden,17-01-2019,Alaipura,Adampur,Park/Garden
702578.4048,2803851.356,LM0133,16,16-Jan,W036,303021973,Alaipura,3,Temple,17-01-2019,Alaipura,Adampur,Religious Structures
702662.205,2803835.828,LM0134,16,16-Mar,W036,303021973,Alaipura,6,Idgah,17-01-2019,Alaipura,Adampur,Religious Structures
702519.5033,2803928.84,LM0137,16,16-Jan,W036,303022517,Alaipura,3,Prachin Chaura Mata Mandir,19-01-2019,Alaipura,Adampur,Religious Structures
702238.9997,2803939.975,LM0138,20,20-Apr,W036,303022473,Alaipura,21,CPT,19-01-2019,Alaipura,Adampur,Commercial / Non-Residential
702368.5488,2803972.732,LM0139,15,15-25,W036,303022878,Alaipura,8,Souchalay,15-01-2019,Alaipura,Adampur,Toilet
702368.5942,2803983.233,LM0140,33,33-19,W036,303022878,Alaipura,21,Samudayik Bhawan varanasi,15-01-2019,Alaipura,Adampur,Govt. Properties
702415.4523,2803980.383,LM0141,16,16-Jan,W036,303023061,Alaipura,3,Ram Janaki Mandir,16-01-2019,Alaipura,Adampur,Religious Structures
702742.5952,2803995.47,LM0142,10,10-Jan,W036,303022979,Alaipura,10,Maa Shailputri Public School,16-01-2019,Alaipura,Adampur,Education
702708.7463,2803996.598,LM0143,18,18-01-2009,W036,303022803,Alaipura,9,OHT,16-01-2019,Alaipura,Adampur,Over Head Tank
702398.3742,2804045.665,LM0144,16,16-Sep,W036,303023334,Alaipura,6,Mazar,16-01-2019,Alaipura,Adampur,Religious Structures
702350.5189,2804096.536,LM0145,16,16-Mar,W036,303023735,Alaipura,6,Imambara,16-01-2019,Alaipura,Adampur,Religious Structures
702699.3479,2804087.578,LM0146,15,15-Aug,W036,303023993,Alaipura,18,Kabristan,17-01-2019,Alaipura,Adampur,Religious Structures
702303.5367,2804121.168,LM0147,16,16-Feb,W036,303023957,Alaipura,4,Mosque,15-01-2019,Alaipura,Adampur,Religious Structures
702889.2237,2804113.948,LM0148,15,15-Aug,W036,303023970,Alaipura,18,Kabristan,17-01-2019,Alaipura,Adampur,Religious Structures
702573.8488,2804117.279,LM0149,16,16-Feb,W036,303023974,Alaipura,4,Mosque,17-01-2019,Alaipura,Adampur,Religious Structures
702312.5045,2804150.805,LM0150,16,16-Feb,W036,303024255,Alaipura,4,Mosque,16-01-2019,Alaipura,Adampur,Religious Structures
702257.7179,2804139.183,LM0151,15,15-Aug,W036,303001545,Alaipura,18,Kabristan,15-01-2019,Alaipura,Adampur,Religious Structures
702707.1332,2803808.095,LM0152,16,16-Mar,W036,303021975,Alaipura,6,Idgah,17-01-2019,Alaipura,Adampur,Religious Structures
703217.4964,2804115.015,LM0153,16,16-Jan,W036,303023879,Alaipura,3,Shailaputri Durga Temple,15-01-2019,Alaipura,Adampur,Religious Structures
702859.9312,2803716.898,LM0154,15,15-Aug,W036,303021321,Alaipura,18,Anjuman Ki Kabristan,15-01-2019,Alaipura,Adampur,Religious Structures
703462.5208,2803145.282,LM0155,16,16-Jan,W039,303017735,Jalalipura,3,Shambho Bhavani Mandir,16-12-2018,Zalalipura,Adampur,Religious Structures
703497.932,2803201.789,LM0156,15,15-25,W039,303017969,Jalalipura,8,SBM Toilet,16-12-2018,Zalalipura,Adampur,Toilet
703539.1439,2803262.398,LM0157,16,16-Jan,W039,303018451,Jalalipura,3,"Sita Ram Bhawan,Temple",15-12-2018,Zalalipura,Adampur,Religious Structures
703632.7657,2803602.357,LM0158,16,16-Mar,W039,303020752,Jalalipura,6,Holy Shrin Of Imam Husain,14-12-2018,Zalalipura,Adampur,Religious Structures
703658.7085,2803577.869,LM0159,16,16-Feb,W039,303020466,Jalalipura,21,Kadam E Rasool,14-12-2018,Zalalipura,Adampur,Religious Structures
703711.5401,2803566.522,LM0160,16,16-Feb,W039,303020466,Jalalipura,21,Haram-E-Masooma,14-12-2018,Zalalipura,Adampur,Religious Structures
703644.6809,2803621.543,LM0161,16,16-Feb,W039,303020752,Jalalipura,21,Roza Janabe Zainab SA,14-12-2018,Zalalipura,Adampur,Religious Structures
703729.2712,2803632.041,LM0162,7,07-Mar,W039,303020761,Jalalipura,21,Vakrangee Kendra,14-12-2018,Zalalipura,Adampur,Other
703738.5591,2803698.066,LM0163,16,16-Feb,W039,303021232,Jalalipura,4,Shahid Baba Mosque,14-12-2018,Zalalipura,Adampur,Religious Structures
703592.3548,2804047.155,LM0164,10,10-Jan,W039,303023274,Jalalipura,10,United Public School,17-12-2018,Zalalipura,Adampur,Education
703217.9872,2803768.372,LM0165,16,16-Jan,W039,303021671,Jalalipura,3,Hanuman Mandir,16-12-2018,Zalalipura,Adampur,Religious Structures
703587.2488,2804021.982,LM0166,10,10-Jan,W039,303023274,Jalalipura,10,Ideal Public School,17-12-2018,Zalalipura,Adampur,Education
703613.279,2804001.638,LM0167,15,15-May,W039,302023275,Jalalipura,14,Saraiya Police Chowki,17-12-2018,Zalalipura,Adampur,Police Station
703464.8327,2803176.469,LM0168,17,17-Jan,W039,303017956,Jalalipura,8,Garden Park,16-12-2018,Zalalipura,Adampur,Park/Garden
703471.3628,2803189.439,LM0169,18,18-01-2002,W039,303017968,Jalalipura,9,Pump House,16-12-2018,Zalalipura,Adampur,Pump
703534.6402,2803305.792,LM0170,15,15-Aug,W039,303018536,Jalalipura,19,Graveyard,15-12-2018,Zalalipura,Adampur,Religious Structures
703456.3471,2803314.711,LM0171,10,10-Jan,W039,303018672,Jalalipura,10,Madarsa Arabiya Madinatul Uloom,15-12-2018,Zalalipura,Adampur,Religious Structures
703432.5102,2803342.657,LM0172,16,16-Mar,W039,303018920,Jalalipura,6,Imambara,15-12-2018,Zalalipura,Adampur,Religious Structures
703371.9717,2803393.044,LM0173,16,16-Feb,W039,303019230,Jalalipura,4,Mosque,14-12-2018,Zalalipura,Adampur,Religious Structures
703196.6072,2803422.752,LM0174,16,16-Jan,W039,303019390,Jalalipura,3,Hanuman Temple,14-12-2018,Zalalipura,Adampur,Religious Structures
703269.9209,2803470.228,LM0175,10,10-Jan,W039,303019635,Jalalipura,10,Madarsa,14-12-2018,Zalalipura,Adampur,Religious Structures
703171.6647,2803382.021,LM0176,14,14-Jan,W039,303019354,Jalalipura,21,Railway Godown,16-12-2018,Zalalipura,Adampur,Govt. Properties
703222.0023,2803605.692,LM0177,16,16-Feb,W039,303020581,Jalalipura,4,Mosque,15-12-2018,Zalalipura,Adampur,Religious Structures
703225.4645,2803691.433,LM0178,16,16-Mar,W039,303021013,Jalalipura,6,Idgah,15-12-2018,Zalalipura,Adampur,Religious Structures
703533.2622,2803286.199,LM0179,16,16-Jan,W039,303018536,Jalalipura,3,Batbeer Mandir,16-12-2018,Zalalipura,Adampur,Religious Structures
703102.1556,2803557.263,LM0180,16,16-Jan,W039,303020242,Jalalipura,3,Shiv Mandir,14-12-2018,Zalalipura,Adampur,Religious Structures
703605.8247,2803333.463,LM0181,10,10-Jan,W039,303018916,Jalalipura,10,Primary School Amarpur,15-12-2018,Zalalipura,Adampur,Education
703595.175,2803347.215,LM0182,16,16-Feb,W039,303019325,Jalalipura,4,Mosque,15-12-2018,Zalalipura,Adampur,Religious Structures
703622.3061,2803343.245,LM0183,16,16-Sep,W039,303018916,Jalalipura,6,Mazar,15-12-2018,Zalalipura,Adampur,Religious Structures
703655.08,2803368.058,LM0184,15,15-Aug,W039,302019508,Jalalipura,19,Graveyard,15-12-2018,Zalalipura,Adampur,Religious Structures
703645.9971,2803398.541,LM0185,16,16-Feb,W039,302019508,Jalalipura,4,Mosque,14-12-2018,Zalalipura,Adampur,Religious Structures
703480.8839,2803419.636,LM0186,16,16-Feb,W039,303019387,Jalalipura,4,Mosque,14-12-2018,Zalalipura,Adampur,Religious Structures
703645.1355,2803453.912,LM0187,15,15-Aug,W039,303019479,Jalalipura,19,Graveyard,14-12-2018,Zalalipura,Adampur,Religious Structures
